Make,Model,Variant,Ex-Showroom_Price (in Rupees),Displacement(in cc),Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity(in Litres),Fuel_Type,Height(in mm),Length(in mm),Width(in mm),Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase(in mm),Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space(in),CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,Ambient_Lightning,Cargo/Boot_Lights,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight(in Kg),Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,ASR_/_Traction_Control,Cruise_Control,USB_Ports
Tata,Altroz,Xz Petrol,744000,1199,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,37,Petrol,1523,3990,1755,Hatchback,5,12 km/litre,18 km/litre,16 km/litre,5,165 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Twist Beam with Coil spring and Shock Absorber,165/80R14,165/80R14,Electric Power,All Windows,Smart Key,86PS@6000rpm,113Nm@3300rpm,Digital,"Analog, Digital",Analog,1,5,Fabric,Manual,2501,165/80R14,Yes,Yes,DVD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,345,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Front Row,2510,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,1
Tata,Altroz,Xz (O) Petrol,769000,1199,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,37,Petrol,1523,3990,1755,Hatchback,5,12 km/litre,18 km/litre,16 km/litre,5,165 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Twist Beam with Coil spring and Shock Absorber,165/80R14,165/80R14,Electric Power,All Windows,Smart Key,86PS@6000rpm,113Nm@3300rpm,Digital,"Analog, Digital",Analog,1,5,Leather,Manual,2501,165/80R14,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Manual, With Remote",345,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,All Rows,2510,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,No,Manual Adjustment,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,1
Tata,Altroz,Xt Diesel,844000,1497,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,37,Diesel,1523,3990,1755,Hatchback,5,12 km/litre,25 km/litre,16 km/litre,5,165 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Twist Beam with Coil spring and Shock Absorber,165/80R14,165/80R14,Electric Power,All Windows,Remote,90PS@4000rpm,200Nm@1250-3000rpm,Digital,"Analog, Digital",Analog,1,5,Fabric,Manual,2501,165/80R14,Yes,Yes,DVD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,345,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,All Rows,2510,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,No,Manual Adjustment,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,1
Tata,Altroz,Xz Diesel,904000,1497,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,37,Diesel,1523,3990,1755,Hatchback,5,12 km/litre,25 km/litre,16 km/litre,5,165 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Twist Beam with Coil spring and Shock Absorber,165/80R14,165/80R14,Electric Power,All Windows,Smart Key,90PS@4000rpm,200Nm@1250-3000rpm,Digital,"Analog, Digital",Analog,1,5,Fabric,Manual,2501,165/80R14,Yes,Yes,DVD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Manual, With Remote",345,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Front Row,2510,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,No,Manual Adjustment,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,1
Tata,Altroz,Xz (O) Diesel,929000,1497,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,37,Diesel,1523,3990,1755,Hatchback,5,12 km/litre,25 km/litre,16 km/litre,5,165 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Twist Beam with Coil spring and Shock Absorber,165/80R14,165/80R14,Electric Power,All Windows,Smart Key,90PS@4000rpm,200Nm@1250-3000rpm,Digital,"Analog, Digital",Analog,1,5,Leather,Manual,2501,165/80R14,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"With Remote, Internal",345,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,All Rows,2510,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,No,Manual Adjustment,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,1
Tata,Tigor,Revotron Xz,650000,1199,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35,Petrol,1537,3992,1677,Sedan,4,24.12 km/litre,23 km/litre,23 km/litre,5,170 mm,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,175/60 R15,175/60 R15,Electric Power,All Windows,Remote,86PS@6000rpm,113Nm@3300rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2450,175/60 R15,No,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 75,000 KM (whichever is earlier)",Yes,"Internal, With Remote",419,Yes,Yes,Yes,Digital,Centre,Yes,Front,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",Yes,"With Remote, Internal",Analog,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Front Row,2510,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,No,No,Yes,No,Manual Adjustment,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,1
Tata,Tigor,Revotron Xz Plus,699000,1199,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35,Petrol,1537,3992,1677,Sedan,4,24.12 km/litre,23 km/litre,23 km/litre,5,170 mm,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,175/60 R15,175/60 R15,Electric Power,All Windows,"Remote, Smart Key",86PS@6000rpm,113Nm@3300rpm,Digital,Analog,Analog,2,5,Vinyl,Manual,2450,175/60 R15,No,Yes,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 75,000 KM (whichever is earlier)",Yes,"Internal, With Remote",419,Yes,Yes,Yes,Digital,Centre,Yes,Front,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",Yes,"With Remote, Internal",Analog,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Front Row,2510,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,No,Manual Adjustment,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,1
Tata,Tigor,Revotron Xza Plus,749000,1199,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35,Petrol,1537,3992,1677,Sedan,4,24.12 km/litre,23 km/litre,23 km/litre,5,170 mm,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,175/60 R15,175/60 R15,Electric Power,All Windows,"Remote, Smart Key",86PS@6000rpm,113Nm@3300rpm,Digital,Analog,Analog,2,5,Vinyl,AMT,2450,175/60 R15,No,Yes,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 75,000 KM (whichever is earlier)",Yes,"Internal, With Remote",419,Yes,Yes,Yes,Digital,Centre,Yes,Front,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",Yes,"With Remote, Internal",Analog,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Front Row,2510,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,No,Manual Adjustment,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,1
Tata,Zest,Xms Petrol,672641,1193,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,44,Petrol,1570,3995,1706,Sedan,4,13.2 km/litre,17.6 km/litre,17.6 km/litre,5,175 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,185/60R15,185/60R15,Electric Power,All Windows,Remote,90PS@5000rpm,140Nm@1500-4000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2470,185/60R15,No,Yes,DVD Player with USB & Aux-in,Yes,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Internal,390,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,2 years /150000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Second Row,1531,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,No,No,No,No,Manual Adjustment,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,1
Tata,Zest,Xt Petrol,732475,1193,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,44,Petrol,1570,3995,1706,Sedan,4,13.2 km/litre,17.6 km/litre,17.6 km/litre,5,175 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,185/60R15,185/60R15,Electric Power,All Windows,Remote,90PS@5000rpm,140Nm@1750-3000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2470,185/60R15,No,Yes,DVD Player with USB & Aux-in,Yes,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Internal,390,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,2 years /150000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Second Row,1531,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,No,No,No,No,Manual Adjustment,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,1
Tata,Zest,Xms Diesel,793898,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,44,Diesel,1570,3995,1706,Sedan,5,19.2 km/litre,20 km/litre,20.65 km/litre,5,165 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,185/60R15,185/60R15,Electric Power,All Windows,Remote,75PS@4000rpm,190Nm@1750-3000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2470,185/60R15,No,Yes,DVD Player with USB & Aux-in,Yes,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Internal,390,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,2 years /150000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Second Row,1531,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,No,No,No,No,Manual Adjustment,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,1
Tata,Zest,Xt Diesel,855362,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,44,Diesel,1570,3995,1706,Sedan,4,19.2 km/litre,23 km/litre,23 km/litre,5,165 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,185/60R15,185/60R15,Electric Power,All Windows,Remote,90PS@4000rpm,200NM@1750-3000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2470,185/60R15,No,Yes,DVD Player with USB & Aux-in,Yes,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Internal,390,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,2 years /150000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Second Row,1531,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,No,No,No,No,Manual Adjustment,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,1
Tata,Zest,Xta Diesel,989000,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,44,Diesel,1570,3995,1706,Sedan,4,19.2 km/litre,23 km/litre,23 km/litre,5,165 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,185/60R15,185/60R15,Electric Power,All Windows,Remote,90PS@4000rpm,200NM@1750-3000rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2470,185/60R15,No,Yes,DVD Player with USB & Aux-in,Yes,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Internal,390,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,2 years /150000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Second Row,1531,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,No,No,No,No,Manual Adjustment,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,1
Tata,Zest,Zest Premio Edition,788797,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,44,Diesel,1570,3995,1706,Sedan,5,19.2 km/litre,20 km/litre,20.65 km/litre,5,165 mm,Ventilated Disc,Drum,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,185/60R15,185/60R15,Electric Power,All Windows,Remote,75PS@4000rpm,190Nm@1750-3000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2470,185/60R15,No,Yes,DVD Player with USB & Aux-in,Yes,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Internal,390,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,2 years /150000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Second Row,1531,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,No,No,No,No,Manual Adjustment,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,1
Honda,Amaze,S Cvt Petrol,763000,1199,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35,Petrol,1501,3995,1695,Sedan,4,12 km/litre,23 km/litre,19 km/litre,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,175/65R14,175/65R14,Electric Power,All Windows,Remote,90PS@6000rpm,110Nm@4800rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2470,175/65R14,No,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,420,Yes,Yes,Yes,Digital,Front & Rear,No,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Front Row,1075,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,No,No,Yes,No,Manual Adjustment,No,No,No,Yes,No,No,No,Yes,No,No,No,No,1
Honda,Amaze,S Cvt Diesel,865000,1498,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35,Diesel,1501,3995,1695,Sedan,4,12 km/litre,23 km/litre,23.8 km/litre,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,175/65R14,175/65R14,Electric Power,All Windows,Remote,80PS@3600rpm,160Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2470,175/65R14,No,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,420,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.9 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Front Row,1075,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,No,No,Yes,No,Manual Adjustment,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,1
Honda,Amaze,V Cvt Petrol,823000,1199,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35,Petrol,1501,3995,1695,Sedan,4,12 km/litre,23 km/litre,19 km/litre,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,175/65R15,175/65R15,Electric Power,All Windows,Remote,90PS@6000rpm,110Nm@4800rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2470,175/65R15,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420,Yes,Yes,Yes,Digital,Front & Rear,No,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Front Row,1075,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,No,No,Yes,No,Manual Adjustment,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,1
Honda,Amaze,V Cvt Diesel,925000,1498,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35,Diesel,1501,3995,1695,Sedan,4,12 km/litre,23 km/litre,23.8 km/litre,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,175/65R15,175/65R15,Electric Power,All Windows,Remote,80PS@3600rpm,160Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2470,175/65R15,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Front Row,1075,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,No,No,Yes,No,Manual Adjustment,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,1
Honda,Amaze,S Mt Diesel,785000,1498,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35,Diesel,1501,3995,1695,Sedan,4,12 km/litre,23 km/litre,27.4 km/litre,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,175/65R14,175/65R14,Electric Power,All Windows,Remote,100PS@3600rpm,200Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2470,175/65R14,No,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,Internal,420,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Front Row,1075,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,No,2,Yes,Yes,No,No,Yes,No,Manual Adjustment,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,1
Honda,Amaze,Vx Mt Diesel,893000,1498,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35,Diesel,1501,3995,1695,Sedan,4,12 km/litre,23 km/litre,27.4 km/litre,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,175/65R14,175/65R14,Electric Power,All Windows,Smart Key,100PS@3600rpm,200Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2470,175/65R14,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Front Row,1075,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,No,2,Yes,Yes,No,No,Yes,No,Manual Adjustment,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,1
Honda,Amaze,V Mt Diesel,845000,1498,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35,Diesel,1501,3995,1695,Sedan,4,12 km/litre,23 km/litre,27.4 km/litre,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,175/65R15,175/65R15,Electric Power,All Windows,Remote,100PS@3600rpm,200Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2470,175/65R15,No,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Front Row,1075,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,No,2,Yes,Yes,No,No,Yes,No,Manual Adjustment,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,1
